Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,latitude,longitude
690,"17.5144468, 78.4453532","57/A, Shapur Nagar, I.D.A., Jeedimetla",Ram Hospital,Private,Hospital,Allopathic,"57/A, Shapur Nagar, I.D.A., Jeedimetla",Andhra Pradesh,Hyderabad,0,500055,"040 23096655, 040 23096644, 040 44543737",0,0,0,0,0,0,0,040 44543734,"contactus@ramhospital.org,",0,http://www.ramhospital.org,"General Surgery, Trauma and Orthopaedics, Plastic Surgery, ENT, Urology, Gynaecology and Obstetrics, Neurology, General Medicine, Neurology, Gastroenterology, Cardiology, Nephrology, Endocrinology, Dermatology, Paediatrics, Psychiatry, Physiotheraphy","24 Hours Lab Services, 24 Hours Emergency Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.5144468,78.4453532
691,"17.4914639, 78.4159255","Road Number 4, K P H B Colony, Kukatpally",Remedy Hosptials,Private,Hospital,Allopathic,"Road Number 4, K P H B Colony, Kukatpally",Andhra Pradesh,Hyderabad,0,0,"040 41418787, 040 23158787",9666363699,0,0,0,0,0,0,0,info@remedyhospitals.in,0,http://www.remedyhospitals.in,"Emergency Services and Trauma Care Unit, Internal Medicine, General Surgery, Orthopaedics, Cardiology, ENT, Neurology, Surgeries, Gynecology and Obstretrics, Urology, Plastic Surgery","24 Hours Emergency Rooms, 24 Hour Pharmacy, 24 Hour Laboratory, 24 Hour Ambulance",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4914639,78.4159255
692,"17.4196548, 78.4990004","H.No 1-5-551, Musheerabad",Sagar Lal Memorial Hospital and Matadin Goel Research Center,Private,Hospital,Allopathic,"H.No 1-5-551, Musheerabad",Andhra Pradesh,Hyderabad,0,500020,"040 23445501, 040 23445502, 040 23445503",0,0,0,0,0,0,0,040 23445505,info@sagarlalhospital.com.,0,http://www.sagarlalhospital.com,"General Medicine, Cardiology, Surgery, Gynaecilogy, Obstetrics, Orthopedics, Paediatrics, Opthalmology, Dental, Urology, ENT, Oncology, Neurology, Psychiatry, Physiootheraphy, Plastic Surgery, Rediology, Dermatology, Gastroenterology","Diagnostic Centre, Lab, Health Check Up, Physiotherapy, 24 Hour Facility of Emergency care, Laboratory and Pharmacy, Digital X-Ray, Sonography, DialysisFacility, Intensive Care Unit, Emergency and Trauma Care, Operation Theatre",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4196548,78.4990004
693,"17.4947934, 78.3996441","C -15 1st Road, KPHB Colony, Opposite SBT Bank, Kukatpally",Sankhya Hospital,Private,Hospital,Allopathic,"C -15 1st Road, KPHB Colony, Opposite SBT Bank, Kukatpally",Andhra Pradesh,Hyderabad,0,500072,"040 67044444, 040 23153535",0,0,9908537777,0,0,0,0,0,0,0,http://www.sankhyahospitals.com,"Paediatrics and Neonatology, Fetal Surgery, Separation of Conjoined Twins, Tumors, Malformations, Pediatric cardiothoracic Surgery, Pediatric nephrology, Pediatric NeuroSurgery, Pediatric Urological Surgery","ICCU Units, AMCU Units, NICU Units, Ventilation Services, Continuous Positive Airway Pressure, Surfactant Therapy, Parental Nutrition, Cardio Respiratory Monitoring, Invasive Blood, Pressure Monitoring, Exchange Transfusion, Cardio Echo",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4947934,78.3996441
699,"18.4451474, 73.855663","C.E Colony, Santosh Nagar",Sri Srinivasa Hospital,Private,Hospital,Allopathic,"C.E Colony, Santosh Nagar",Andhra Pradesh,Hyderabad,0,500059,040 24530557,0,0,0,0,0,0,0,0,MARTHALAHOSPITALS@YAHOO.CO.IN,0,http://www.srisrinivasahospital.com,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,18.4451474,73.855663
700,"17.385044, 78.486671",Nagole X Road,Supraja Hospital,Private,Hospital,Allopathic,Nagole X Road,Andhra Pradesh,Hyderabad,0,0,040 30979797,0,0,0,0,0,0,040 30979797,040 30979798,enquiry@suprajahospitals.com,0,http://www.suprajahospitals.com,"Meditrina, Orthopedics, ENT, Spine, Neurology, Cancer Care",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
701,"17.426249, 78.5316232","12-13-43, Beside Tarnaka Flyover, Tarnaka",Suraksha Childrens Hospital,Private,Hospital,Allopathic,"12-13-43, Beside Tarnaka Flyover, Tarnaka",Andhra Pradesh,Hyderabad,0,500017,"040 2706600, 040 2706611, 040 2706622",0,"040 27016600, 040 27016611, 040 27016622",0,0,0,0,0,040 2701 6623,surakshachildrenshospital@gmail.com,0,www.surakshachildrenshospital.com,"General Paediatrics, Paediatric Surgery, Paediatric Urology, Neonatal Surgery, Paediatric Neurology, Metabolic and Genetics, Nephrology, Paediatric Cardiology, Ophthalmology, Orthopedics, Pulmonology, Endocrinology, Gynaecology, Haematology, Plastic Surgery, Gastroenterology, Ear, Nose and Throat, Dermatology, Psychiatry, Speech Therapy, Nutrition, Physiotherapy, Radiology, Microbiology, Pathology","24 Hours Ambulance Services, Round The Clock Pharmacy, Imaging, Diagnostic Services, Antenatal Counselling, Neonatal and Paediatric Surgery, Neonatal Intensive Care Unit (NICU), Paediatric Intensive Care Unit (PICU), 24 Hours Emergency Services, Out Patient Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.426249,78.5316232
702,"17.4916972, 78.4018218","MIG 218, KPHB Main Road, Kukatpally",Surakshaka Multi Speciality Hospital,Private,Hospital,Allopathic,"MIG 218, KPHB Main Road, Kukatpally",Andhra Pradesh,Hyderabad,0,500072,9652533255,"09652533288, 09652533211",0,0,0,0,0,0,0,"info@surakshaka.com, petra.surakshaka@gmail.com",0,http://surakshaka.com,"Cardiology, Nephrology, Neurology, Diabetes","24 Hours Ambulance, General Medicine, Computerized ECG Facility, Day Care Facility, Emergency Diagnostics",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4916972,78.4018218
703,"17.4251835, 78.4503274","145, Dwarakapuri Colony","Swarup Eye Centre, Punjagutta",Private,Hospital,Allopathic,"145, Dwarakapuri Colony",Andhra Pradesh,Hyderabad,0,500082,"040 23354558, 040 66782053",0,0,0,0,0,0,0,040 40205616,swarupeyehospitals@gmail.com,0,http://swarupeye.org,"Cataract, Trauma surgeries, Pediatric Ophthalmology",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4251835,78.4503274
704,"17.393, 78.473","5-9-163, Chapel Road, Near Staneley College, Abids","Swarup Eye Centre, Chapel Road",Private,Hospital,Allopathic,"5-9-163, Chapel Road, Near Staneley College, Abids",Andhra Pradesh,Hyderabad,0,500001,"040 66783188, 040 23233188",9248023188,0,0,0,0,0,0,0,swarupeyehospitals@gmail.com,0,http://swarupeye.org,"Cataract, Trauma surgeries, Pediatric Ophthalmology",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.393,78.473
705,"17.4237016, 78.4583888","06-6-903/A and B, Somajiguda",The Deccan Hospital,Private,Hospital,Allopathic,"06-6-903/A and B, Somajiguda",Andhra Pradesh,Hyderabad,0,500082,"040 23410640, 040 23410642",0,9000039595,0,0,0,0,0,0,contact@deccanhospital.com,0,http://www.deccanhospital.com,"Anesthesiology, Laboratory, Dental, Neuro Surgery, General Surgery and Laproscopy, Ophthalmology, Pediatric Surgery, Plastic Cosmetic Surgery, Pulmonology, Nephrology, ENT, General Medicine, Pediatrics, Rheumatology Arthritis, Spine Surgery, Surgical Oncology, Surgical Gastroenterology, Cardiology, Medical Oncology, Dermatology, Neurology, Gastroenterology, Orthopedics, Physiotherapy, Radiology, Urology","Accommodation, Patient Rooms, Pharmacy, Dialysis, ICU",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4237016,78.4583888
706,"19.0591772, 72.8468228","MIG-196, Road Number1, K.P.H.B.",Udbhava Children's Hospital,Private,Hospital,Allopathic,"MIG-196, Road Number1, K.P.H.B.",Andhra Pradesh,Hyderabad,0,500072,"040 23155733, 040 65555733",0,0,0,0,0,0,0,0,udbhavachildrenshospital@gmail.com,0,www.udbhavachildrenshospital.com,"Neonatical Intensive Care Unit, Pediatric Intensive Care Unit, Obstetrics and Gynecology","Emergency, Operation Theatre",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,19.0591772,72.8468228
708,"17.431748, 78.44654","Number 8-3-903/A, Nagaarjuna Nagar Colony, Yellareddyguda, Ameerpet","Vasan Healthcare Private Limited, Ameerpet",Private,Hospital,Allopathic,"Number 8-3-903/A, Nagaarjuna Nagar Colony, Yellareddyguda, Ameerpet",Andhra Pradesh,Hyderabad,0,500073,040 39890500,0,0,0,0,0,0,0,0,0,0,www.vasaneye.com,"Cataract Services, Refractive Surgery, Cornea Services, Glaucoma Services, Retina Services, Paediatric Ophthalmology and Squint Services, Oculoplasty Services, UVEITIS, Neuro-Ophthalmology, Vision Rehabilitation Services, Computer Vision Syndrome Clinic, Contact Lenses, Optical Services","Separate Divisions for Each Speciality, State-Of-The-Art Operation Theatres, Post-Op Lounge with Beds, Advanced Eye Care Equipment, Complete Range of Optical Frames and Lenses, Exclusive Childrens Eye Care, 24/7 Pharmacy, Ambulance Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.431748,78.44654
709,"17.411757, 78.4546822","1-10-44/1, Begumpet Main Road","Vasan Healthcare Private Limited, Begumpet",Private,Hospital,Allopathic,"1-10-44/1, Begumpet Main Road",Andhra Pradesh,Hyderabad,0,500016,040 30137200,0,0,0,0,0,0,0,040 30137299,0,0,www.vasaneye.com,"Cataract Services, Refractive Surgery, Cornea Services, Glaucoma Services, Retina Services, Paediatric Ophthalmology and Squint Services, Oculoplasty Services, UVEITIS, Neuro-Ophthalmology, Vision Rehabilitation Services, Computer Vision Syndrome Clinic, Contact Lenses, Optical Services","Separate Divisions for Each Speciality, State-Of-The-Art Operation Theatres, Post-Op Lounge with Beds, Advanced Eye Care Equipment, Complete Range of Optical Frames and Lenses, Exclusive Childrens Eye Care, 24/7 Pharmacy, Ambulance Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.411757,78.4546822
712,"17.4836979, 78.3158338","86, Chandanagar, Serilingampally, Rangareddy District","Vasan Healthcare Private Limited, Chandanagar",Private,Hospital,Allopathic,"86, Chandanagar, Serilingampally, Rangareddy District",Andhra Pradesh,Hyderabad,0,500050,040 30124500,0,0,0,0,0,0,0,0,0,0,www.vasaneye.com,"Cataract Services, Refractive Surgery, Cornea Services, Glaucoma Services, Retina Services, Paediatric Ophthalmology and Squint Services, Oculoplasty Services, UVEITIS, Neuro-Ophthalmology, Vision Rehabilitation Services, Computer Vision Syndrome Clinic, Contact Lenses, Optical Services","Separate Divisions for Each Speciality, State-Of-The-Art Operation Theatres, Post-Op Lounge with Beds, Advanced Eye Care Equipment, Complete Range of Optical Frames and Lenses, Exclusive Childrens Eye Care, 24/7 Pharmacy, Ambulance Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4836979,78.3158338
713,"17.4020703, 78.4870568","3-6-611, Street Number 8, Himayath Nagar","Vasan Healthcare Private Limited, Himayath Nagar",Private,Hospital,Allopathic,"3-6-611, Street Number 8, Himayath Nagar",Andhra Pradesh,Hyderabad,0,500029,040 30008299,0,0,0,0,0,0,0,040 30008222,0,0,www.vasaneye.com,"Cataract Services, Refractive Surgery, Cornea Services, Glaucoma Services, Retina Services, Paediatric Ophthalmology and Squint Services, Oculoplasty Services, UVEITIS, Neuro-Ophthalmology, Vision Rehabilitation Services, Computer Vision Syndrome Clinic, Contact Lenses, Optical Services","Separate Divisions for Each Speciality, State-Of-The-Art Operation Theatres, Post-Op Lounge with Beds, Advanced Eye Care Equipment, Complete Range of Optical Frames and Lenses, Exclusive Childrens Eye Care, 24/7 Pharmacy, Ambulance Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4020703,78.4870568
714,"17.4275372, 78.4142451","1132/A, Road Number 36, Jubilee Hills","Vasan Healthcare Private Limited, Jubilee Hills",Private,Hospital,Allopathic,"1132/A, Road Number 36, Jubilee Hills",Andhra Pradesh,Hyderabad,0,500033,040 39890000,0,0,0,0,0,0,0,0,0,0,www.vasaneye.com,"Cataract Services, Refractive Surgery, Cornea Services, Glaucoma Services, Retina Services, Paediatric Ophthalmology and Squint Services, Oculoplasty Services, UVEITIS, Neuro-Ophthalmology, Vision Rehabilitation Services, Computer Vision Syndrome Clinic, Contact Lenses, Optical Services","Separate Divisions for Each Speciality, State-Of-The-Art Operation Theatres, Post-Op Lounge with Beds, Advanced Eye Care Equipment, Complete Range of Optical Frames and Lenses, Exclusive Childrens Eye Care, 24/7 Pharmacy, Ambulance Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4275372,78.4142451
715,"17.3945149, 78.4425619","No.10-3-13, Famous Plaza, Mehidipatnam","Vasan Healthcare Private Limited, Mehidipatnam",Private,Hospital,Allopathic,"No.10-3-13, Famous Plaza, Mehidipatnam",Andhra Pradesh,Hyderabad,0,500028,040 39890300,0,0,0,0,0,0,0,0,0,0,www.vasaneye.com,"Cataract Services, Refractive Surgery, Cornea Services, Glaucoma Services, Retina Services, Paediatric Ophthalmology and Squint Services, Oculoplasty Services, UVEITIS, Neuro-Ophthalmology, Vision Rehabilitation Services, Computer Vision Syndrome Clinic, Contact Lenses, Optical Services","Separate Divisions for Each Speciality, State-Of-The-Art Operation Theatres, Post-Op Lounge with Beds, Advanced Eye Care Equipment, Complete Range of Optical Frames and Lenses, Exclusive Childrens Eye Care, 24/7 Pharmacy, Ambulance Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3945149,78.4425619
716,"17.3695953, 78.495794","Plot Number 15, 17-1-382/R/15, A.P.S.R.T.C.Officers Colony, Santosh Nagar, Saidabad","Vasan Healthcare Private Limited, Santosh Nagar",Private,Hospital,Allopathic,"Plot Number 15, 17-1-382/R/15, A.P.S.R.T.C.Officers Colony, Santosh Nagar, Saidabad",Andhra Pradesh,Hyderabad,0,500059,040 33782700,0,0,0,0,0,0,0,0,0,0,www.vasaneye.com,"Cataract Services, Refractive Surgery, Cornea Services, Glaucoma Services, Retina Services, Paediatric Ophthalmology and Squint Services, Oculoplasty Services, UVEITIS, Neuro-Ophthalmology, Vision Rehabilitation Services, Computer Vision Syndrome Clinic, Contact Lenses, Optical Services","Separate Divisions for Each Speciality, State-Of-The-Art Operation Theatres, Post-Op Lounge with Beds, Advanced Eye Care Equipment, Complete Range of Optical Frames and Lenses, Exclusive Childrens Eye Care, 24/7 Pharmacy, Ambulance Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3695953,78.495794
719,"17.4036772, 78.4560922","H.Number 10-673/1, Veernagar, Saifabad",Vijay Marie Hospital,Private,Hospital,Allopathic,"H.Number 10-673/1, Veernagar, Saifabad",Andhra Pradesh,Hyderabad,0,500004,040 23307350,0,0,0,0,0,0,0,040 23314995,vmhhyd60@yahoo.co.in,0,vijaymariehospital.org,"Obstetrics and Gynaecology, Infertility Clinic, General Medicine, General Surgery, Orthopaedics, Paediatrics, Neonatology, Immunization Clinic, Urology, ENT, Dermatology, Casuality","OP and IP Billing Services, Central Sterile SupplyService, Linen and Laundry Service, Canteen, Housekeeping Services, Bio Medical Waste Management, Security Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4036772,78.4560922
720,"17.4399295, 78.4982741","8-2-186, Near Passport Office, Secunderabad",Vijaya Health Care,Private,Hospital,Allopathic,"8-2-186, Near Passport Office, Secunderabad",Andhra Pradesh,Hyderabad,0,500003,"040 67362929, 040 66262927",0,0,0,0,0,0,0,"040 66262388, 040 27131920",0,0,http://www.vijayahealthcare.com,"Neurology, Obestrics and Gynecology, Orthopaedics, Anesthesiology, Cardiology, C T Surgery, Dermatology, Emergency Medicine, Gastro Enterology, General Medicine, General Surgery, Geriatrics, Laproscopic Surgery, Medical Oncology, Nephrology, NeuroSurgery, Opthalmology, Otolaryngology, Paediatrics, Pathology, Plastic Surgery, Psychiatary, Pulmonology, Radiology, Rheumatology, Surgical Oncology, Traumatology, Urology","AMCU Units, Medical Equipments, Operation Theaters, Emergency and CriticalCare, Ortho and Trauma Care, Maternity Unit, Ambulance, Pharmacy",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4399295,78.4982741
722,"17.4196548, 78.4990004","Musheerabad, Secunderabad",Gandhi Medical College and Hospital,Public/ Government,"Medical College / Institute, Hospital",Allopathic,"Musheerabad, Secunderabad",Andhra Pradesh,Hyderabad,0,500003,040 27505566,0,0,0,0,0,0,0,0,0,0,http://www.gandhihospital.in,0,"Out Patient Services, Emergency Services, Blood Bank",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4196548,78.4990004
723,"16.5226281, 80.6153485","9-64-2,Syed Gulab Street, Kothapet, Vijayawada,",Amma Hospital,0,0,0,"9-64-2,Syed Gulab Street, Kothapet, Vijayawada",Andhra Pradesh,Krishna,0,520001,0866  2563905,0,0,0,0,0,0,0,0866  2566009,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5226281,80.6153485
724,"16.5208773, 80.6141798","11-25-15,OppositeHindu High,School Kothapet,Vijayawada",Anurag Hospital For Children,0,0,0,"11-25-15,OppositeHindu High ,School Kothapet,Vijayawada",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5208773,80.6141798
725,"16.5847244, 80.5174502",Kothapet,Aval Hospital For Women and Children's Hospital,0,0,0,Kothapet,Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5847244,80.5174502
726,"16.3144313, 80.4287506","Srinagar Colony, Ring Road",Chandamama Hospital,0,0,0,"Srinagar Colony, Ring Road",Andhra Pradesh,Krishna,0,520001,2540872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.3144313,80.4287506
727,"16.5226281, 80.6153485","9-64-21, Syed Gulab St",Deepak Nursing Home,0,0,0,"9-64-21, Syed Gulab St",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5226281,80.6153485
728,"16.5196338, 80.6151124","9-61-24, B.R.P Road, Islampet",K.B.Hospital,0,0,0,"9-61-24, B.R.P Road, Islampet",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5196338,80.6151124
729,"16.4789336, 80.6905205","Kode Venkatadri Chowdary Campus, Tadigadapa, Vijayawada,",L V Prasad Eye Institute,0,0,0,"Kode Venkatadri Chowdary Campus, Tadigadapa, Vijayawada",Andhra Pradesh,Krishna,0,520001,"3062000, 3062003, 3062020",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.4789336,80.6905205
730,"16.5220371, 80.6130703","Ganapati Rao Road, Vijayawada",Mamata Childrens Hospital,0,0,0,"Ganapati Rao Road, Vijayawada",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5220371,80.6130703
731,"16.5088694, 80.6267092","Palaparthivari St Governorpet, Vijayawada",Peoples Clinic,0,0,0,"Palaparthivari St Governorpet, Vijayawada",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5088694,80.6267092
732,"16.5166829, 80.6141521","B.R.P Road, Vijayawada",Prabha Nursing Home,0,0,0,"B.R.P Road, Vijayawada",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5166829,80.6141521
733,"16.4942634, 80.6702368","Opp Auto Nagar Gate, M G Road, Vijaywada","Pragya Eye Hospital , Phaco Surgical Centre",0,0,0,"Opp Auto Nagar Gate, M G Road, Vijaywada",Andhra Pradesh,Krishna,0,520001,2552666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.4942634,80.6702368
736,"16.5215357, 80.6167566","Panja Centre, Vijayawada",Sri Arvind Hospital,0,0,0,"Panja Centre, Vijayawada",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5215357,80.6167566
739,"16.5280852, 80.5960591","40-5-19/23, A.S. Ramarao Road, Moghalrajpuram, Vijayawada",V.G.R. Diabetes Specialities Hospital,0,0,0,"40-5-19/23, A.S. Ramarao Road, Moghalrajpuram, Vijayawada",Andhra Pradesh,Krishna,0,520001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5280852,80.5960591
741,"16.5061743, 80.6480153","29-7-44, Venkataratnam Street, Suryaraopet, Vijayawada",Yalamanchi Hospitals and Research Centres Pvt Ltd,0,0,0,"#29-7-44, Venkataratnam Street, Suryaraopet, Vijayawada",Andhra Pradesh,Krishna,0,520001,2432512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5061743,80.6480153
742,"16.4950985, 80.6606708","Vijayawada, C.V.R. Complex, Vijayawada,",Andhra Hospitals,0,0,0,"Vijayawada, C.V.R. Complex , Vijayawada,",Andhra Pradesh,Krishna,0,520002,0866  2572877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.4950985,80.6606708
748,"16.5061743, 80.6480153",Near Pushapa Hotelm Suryaraopet Vijayawada,Chaitra Hospitals Surgical And Maternity,0,0,0,Near Pushapa Hotelm Suryaraopet Vijayawada,Andhra Pradesh,Krishna,0,520002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5061743,80.6480153
749,"16.5098886, 80.6354665",29-6-8/1 Ramachandra Rao Road Suryaraopet Vijayawada 520002  Krishna,Charitha Sri Hospitals Ltd,0,0,0,29-6-8/1 Ramachandra Rao Road Suryaraopet Vijayawada,Andhra Pradesh,Krishna,0,520002,"0866    2432350, 2432360,",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,547,16.5098886,80.6354665
